Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
811-81-6515,B,Yangon,Member,Female,Health and beauty,83.04,1,4.15,83.04,2023-02-09,16:18:00,Ewallet,78.89,4.761905,4.15,6.7
572-95-1124,A,Yangon,Normal,Female,Food and beverages,60.82,2,6.08,121.64,2022-12-12,18:04:00,Ewallet,115.56,4.761905,6.08,6.3
484-91-5017,B,Mandalay,Normal,Male,Electronic accessories,46.43,3,6.96,139.28,2023-01-24,19:15:00,Ewallet,132.32,4.761905,6.96,8.2
586-40-5302,C,Mandalay,Normal,Male,Sports and travel,60.16,10,30.08,601.58,2023-08-24,20:33:00,Cash,571.5,4.761905,30.08,4.9
840-51-6514,A,Yangon,Member,Female,Sports and travel,40.95,5,10.24,204.75,2022-06-22,13:03:00,Ewallet,194.52,4.761905,10.24,5.1
160-27-2197,B,Naypyitaw,Member,Female,Fashion accessories,13.13,9,5.91,118.21,2022-06-18,12:54:00,Ewallet,112.3,4.761905,5.91,7.7
919-24-3510,A,Mandalay,Member,Male,Food and beverages,41.31,7,14.46,289.19,2022-11-04,18:15:00,Ewallet,274.73,4.761905,14.46,6.1
847-65-3544,C,Naypyitaw,Member,Female,Electronic accessories,92.07,8,36.83,736.55,2023-09-07,22:53:00,Cash,699.72,4.761905,36.83,6.7
618-64-9931,C,Naypyitaw,Member,Female,Electronic accessories,13.32,5,3.33,66.59,2023-04-08,13:37:00,Cash,63.26,4.761905,3.33,6.4
954-63-9536,A,Naypyitaw,Normal,Male,Food and beverages,64.25,8,25.7,514.02,2024-08-20,14:28:00,Cash,488.32,4.761905,25.7,5.6
194-79-2808,C,Naypyitaw,Member,Male,Health and beauty,39.57,8,15.83,316.58,2024-08-17,18:55:00,Credit card,300.75,4.761905,15.83,8.8
699-86-7826,B,Mandalay,Normal,Female,Food and beverages,23.91,8,9.56,191.3,2023-06-12,17:37:00,Cash,181.73,4.761905,9.56,6.2
941-12-4285,A,Mandalay,Member,Female,Home and lifestyle,64.42,7,22.55,450.97,2024-03-18,22:45:00,Ewallet,428.42,4.761905,22.55,10.0
852-45-3065,C,Naypyitaw,Member,Female,Sports and travel,20.32,1,1.02,20.32,2022-06-13,13:21:00,Cash,19.3,4.761905,1.02,8.7
127-11-6248,A,Mandalay,Member,Female,Electronic accessories,72.0,8,28.8,575.99,2024-10-18,12:00:00,Ewallet,547.19,4.761905,28.8,5.1
763-25-1520,B,Yangon,Member,Female,Health and beauty,99.6,9,44.82,896.42,2023-02-14,11:35:00,Cash,851.6,4.761905,44.82,9.5
859-43-5696,A,Yangon,Normal,Male,Health and beauty,60.05,8,24.02,480.41,2023-12-07,19:14:00,Cash,456.39,4.761905,24.02,4.0
230-29-6748,C,Mandalay,Member,Male,Fashion accessories,70.74,3,10.61,212.23,2022-08-26,12:48:00,Cash,201.62,4.761905,10.61,7.2
699-96-9237,B,Naypyitaw,Normal,Male,Electronic accessories,77.21,4,15.44,308.82,2022-04-07,18:39:00,Credit card,293.38,4.761905,15.44,9.0
186-69-7296,B,Mandalay,Member,Male,Home and lifestyle,92.37,9,41.57,831.34,2022-10-03,13:51:00,Ewallet,789.77,4.761905,41.57,8.2
793-23-1062,C,Yangon,Normal,Female,Fashion accessories,92.21,3,13.83,276.62,2022-01-30,21:09:00,Credit card,262.79,4.761905,13.83,8.7
687-62-6200,B,Mandalay,Member,Female,Home and lifestyle,63.58,8,25.43,508.64,2023-11-29,10:14:00,Cash,483.21,4.761905,25.43,8.0
396-63-2227,A,Mandalay,Normal,Male,Health and beauty,79.49,1,3.97,79.49,2022-02-15,11:49:00,Credit card,75.51,4.761905,3.97,5.9
599-80-7575,B,Naypyitaw,Member,Male,Home and lifestyle,65.38,1,3.27,65.38,2022-05-23,15:46:00,Cash,62.11,4.761905,3.27,6.3
238-27-7642,C,Yangon,Normal,Female,Electronic accessories,46.97,10,23.48,469.66,2022-01-02,21:15:00,Credit card,446.17,4.761905,23.48,9.2
625-19-2113,B,Naypyitaw,Normal,Female,Fashion accessories,89.61,3,13.44,268.82,2024-11-26,22:07:00,Ewallet,255.38,4.761905,13.44,5.9
242-58-8100,A,Naypyitaw,Member,Male,Electronic accessories,31.09,7,10.88,217.62,2023-12-09,15:13:00,Credit card,206.74,4.761905,10.88,7.3
526-68-1315,B,Yangon,Member,Male,Fashion accessories,26.06,9,11.73,234.57,2023-02-19,21:42:00,Ewallet,222.84,4.761905,11.73,5.6
987-81-9110,B,Naypyitaw,Normal,Male,Fashion accessories,83.09,10,41.55,830.92,2024-07-05,10:52:00,Ewallet,789.37,4.761905,41.55,10.0
912-72-1164,B,Yangon,Member,Female,Sports and travel,15.87,6,4.76,95.23,2023-02-25,22:09:00,Cash,90.47,4.761905,4.76,6.9
420-43-3382,B,Naypyitaw,Normal,Male,Fashion accessories,55.11,5,13.78,275.54,2023-03-04,16:44:00,Ewallet,261.77,4.761905,13.78,4.6
889-68-1616,A,Mandalay,Normal,Male,Electronic accessories,86.86,1,4.34,86.86,2023-02-03,20:55:00,Cash,82.52,4.761905,4.34,8.9
981-60-4617,A,Mandalay,Member,Male,Home and lifestyle,81.26,9,36.57,731.34,2023-09-07,21:13:00,Cash,694.77,4.761905,36.57,9.5
387-51-3690,A,Yangon,Normal,Male,Electronic accessories,13.47,2,1.35,26.94,2023-02-13,18:10:00,Credit card,25.6,4.761905,1.35,7.5
233-26-4315,B,Naypyitaw,Member,Female,Fashion accessories,93.64,7,32.77,655.48,2024-05-23,10:17:00,Ewallet,622.71,4.761905,32.77,5.8
360-34-2411,A,Naypyitaw,Member,Female,Health and beauty,84.23,4,16.85,336.92,2024-04-10,16:39:00,Cash,320.08,4.761905,16.85,6.5
845-49-8679,B,Yangon,Normal,Male,Home and lifestyle,91.38,9,41.12,822.44,2023-07-24,10:27:00,Cash,781.32,4.761905,41.12,3.1
617-80-6672,C,Mandalay,Member,Male,Fashion accessories,91.14,7,31.9,637.96,2022-11-01,18:21:00,Ewallet,606.06,4.761905,31.9,6.8
144-79-3620,C,Mandalay,Member,Male,Health and beauty,47.28,7,16.55,330.98,2022-06-24,18:37:00,Ewallet,314.43,4.761905,16.55,7.7
627-13-3585,A,Naypyitaw,Member,Female,Fashion accessories,90.39,2,9.04,180.78,2023-03-01,19:46:00,Ewallet,171.74,4.761905,9.04,5.2
821-91-5106,C,Mandalay,Normal,Male,Fashion accessories,93.94,9,42.27,845.42,2023-06-11,13:13:00,Ewallet,803.15,4.761905,42.27,5.0
545-94-5964,B,Yangon,Member,Female,Electronic accessories,78.91,1,3.95,78.91,2022-04-17,17:30:00,Cash,74.97,4.761905,3.95,4.5
601-11-1204,B,Yangon,Member,Male,Food and beverages,29.73,7,10.41,208.14,2024-12-30,15:49:00,Credit card,197.74,4.761905,10.41,8.6
564-98-3047,A,Mandalay,Normal,Female,Electronic accessories,14.71,7,5.15,102.99,2024-10-19,14:15:00,Cash,97.84,4.761905,5.15,7.4
892-34-9998,C,Yangon,Member,Male,Electronic accessories,57.04,10,28.52,570.39,2024-07-29,11:52:00,Cash,541.87,4.761905,28.52,8.1
473-23-2780,B,Mandalay,Member,Male,Home and lifestyle,43.01,5,10.75,215.06,2023-11-09,21:13:00,Ewallet,204.31,4.761905,10.75,7.5
584-15-5884,A,Naypyitaw,Normal,Male,Food and beverages,50.12,10,25.06,501.21,2024-07-07,22:14:00,Cash,476.15,4.761905,25.06,8.0
739-66-2716,C,Yangon,Normal,Female,Sports and travel,40.45,6,12.14,242.71,2022-10-17,18:35:00,Cash,230.58,4.761905,12.14,3.9
113-35-5046,B,Mandalay,Normal,Female,Sports and travel,24.14,9,10.86,217.29,2023-07-03,13:54:00,Cash,206.43,4.761905,10.86,6.3
746-52-9105,B,Naypyitaw,Member,Female,Food and beverages,27.88,7,9.76,195.17,2023-04-15,15:43:00,Ewallet,185.41,4.761905,9.76,7.7
924-43-9852,A,Naypyitaw,Member,Female,Food and beverages,43.2,1,2.16,43.2,2023-10-25,15:48:00,Ewallet,41.04,4.761905,2.16,6.9
393-83-8745,B,Naypyitaw,Member,Female,Electronic accessories,15.82,1,0.79,15.82,2023-06-06,12:49:00,Ewallet,15.03,4.761905,0.79,7.0
527-25-5508,A,Yangon,Member,Female,Food and beverages,87.43,4,17.49,349.71,2024-04-17,15:20:00,Cash,332.22,4.761905,17.49,7.5
841-49-1463,A,Naypyitaw,Normal,Female,Food and beverages,43.75,5,10.94,218.74,2023-10-07,10:12:00,Credit card,207.81,4.761905,10.94,5.0
158-62-5662,A,Mandalay,Normal,Male,Home and lifestyle,15.37,3,2.31,46.1,2024-10-19,13:21:00,Ewallet,43.8,4.761905,2.31,6.9
472-48-5743,C,Mandalay,Member,Male,Electronic accessories,55.97,1,2.8,55.97,2023-07-22,21:14:00,Cash,53.18,4.761905,2.8,8.9
266-63-5063,B,Naypyitaw,Member,Female,Health and beauty,68.62,9,30.88,617.61,2023-01-17,19:54:00,Ewallet,586.73,4.761905,30.88,4.6
325-49-2539,C,Yangon,Member,Male,Health and beauty,59.46,7,20.81,416.25,2022-07-03,17:21:00,Credit card,395.43,4.761905,20.81,7.0
627-38-4532,B,Yangon,Normal,Female,Fashion accessories,52.28,8,20.91,418.22,2023-05-01,13:47:00,Ewallet,397.31,4.761905,20.91,7.9
527-55-1651,C,Naypyitaw,Normal,Male,Fashion accessories,33.9,1,1.7,33.9,2024-07-14,13:48:00,Cash,32.21,4.761905,1.7,5.9
332-97-2041,A,Yangon,Normal,Female,Sports and travel,33.92,7,11.87,237.41,2023-02-02,14:25:00,Cash,225.54,4.761905,11.87,4.1
127-75-5920,B,Mandalay,Normal,Male,Fashion accessories,11.19,6,3.36,67.13,2022-03-27,21:06:00,Credit card,63.77,4.761905,3.36,10.0
297-58-1177,C,Yangon,Normal,Female,Food and beverages,15.24,5,3.81,76.2,2024-11-16,12:24:00,Ewallet,72.39,4.761905,3.81,5.0
705-76-8436,B,Yangon,Normal,Male,Electronic accessories,24.2,10,12.1,241.99,2024-11-24,18:40:00,Ewallet,229.89,4.761905,12.1,8.3
767-22-5408,C,Naypyitaw,Member,Male,Sports and travel,49.74,10,24.87,497.39,2022-12-25,21:44:00,Cash,472.52,4.761905,24.87,10.0
686-68-4735,A,Naypyitaw,Member,Female,Sports and travel,83.98,9,37.79,755.83,2023-07-18,22:26:00,Cash,718.04,4.761905,37.79,6.5
211-49-7678,A,Naypyitaw,Normal,Female,Health and beauty,95.32,1,4.77,95.32,2023-12-05,15:26:00,Cash,90.55,4.761905,4.77,5.0
149-35-4856,C,Naypyitaw,Normal,Male,Health and beauty,58.78,2,5.88,117.56,2022-06-29,17:36:00,Ewallet,111.68,4.761905,5.88,7.6
308-80-9436,C,Naypyitaw,Member,Male,Fashion accessories,95.58,10,47.79,955.78,2022-12-03,12:39:00,Credit card,907.99,4.761905,47.79,6.6
908-72-5078,C,Naypyitaw,Member,Female,Health and beauty,21.82,1,1.09,21.82,2023-04-08,22:37:00,Cash,20.73,4.761905,1.09,8.5
631-59-1098,C,Naypyitaw,Member,Female,Fashion accessories,63.75,5,15.94,318.76,2022-04-30,16:08:00,Cash,302.82,4.761905,15.94,6.4
532-20-1405,C,Naypyitaw,Normal,Male,Food and beverages,79.73,3,11.96,239.18,2022-08-08,19:30:00,Cash,227.23,4.761905,11.96,7.3
211-77-6993,C,Yangon,Member,Male,Food and beverages,20.97,6,6.29,125.81,2024-04-26,12:30:00,Cash,119.52,4.761905,6.29,4.7
141-84-2878,A,Yangon,Normal,Female,Health and beauty,91.97,3,13.8,275.92,2023-10-14,19:31:00,Credit card,262.12,4.761905,13.8,9.5
639-29-4780,C,Yangon,Normal,Female,Sports and travel,97.65,9,43.94,878.81,2023-07-17,11:26:00,Credit card,834.87,4.761905,43.94,7.3
577-96-9518,C,Mandalay,Member,Male,Food and beverages,67.01,8,26.8,536.09,2023-08-12,17:45:00,Ewallet,509.28,4.761905,26.8,5.0
646-14-9283,A,Naypyitaw,Member,Male,Home and lifestyle,81.22,8,32.49,649.75,2023-06-05,19:50:00,Cash,617.26,4.761905,32.49,7.3
844-24-4241,C,Yangon,Member,Female,Health and beauty,83.26,7,29.14,582.85,2023-04-04,17:33:00,Credit card,553.7,4.761905,29.14,6.4
218-52-7861,B,Yangon,Normal,Female,Electronic accessories,48.4,7,16.94,338.78,2024-12-22,16:01:00,Ewallet,321.84,4.761905,16.94,7.9
440-78-5575,C,Naypyitaw,Member,Male,Fashion accessories,43.99,7,15.4,307.95,2024-04-12,21:54:00,Cash,292.55,4.761905,15.4,5.3
258-38-8125,C,Yangon,Member,Male,Food and beverages,72.44,7,25.35,507.07,2023-11-09,11:49:00,Credit card,481.72,4.761905,25.35,6.5
426-15-3050,C,Naypyitaw,Normal,Male,Electronic accessories,25.36,9,11.41,228.25,2023-12-29,18:48:00,Cash,216.84,4.761905,11.41,3.9
314-63-9127,C,Mandalay,Normal,Female,Food and beverages,40.06,4,8.01,160.22,2022-08-15,14:05:00,Cash,152.21,4.761905,8.01,6.9
287-78-8717,B,Mandalay,Member,Male,Home and lifestyle,82.18,7,28.76,575.27,2024-03-05,19:03:00,Credit card,546.51,4.761905,28.76,5.8
809-70-1873,A,Mandalay,Normal,Male,Food and beverages,97.05,8,38.82,776.43,2024-04-24,17:30:00,Credit card,737.61,4.761905,38.82,8.9
835-49-6254,A,Naypyitaw,Normal,Female,Health and beauty,22.48,1,1.12,22.48,2022-05-31,17:10:00,Credit card,21.35,4.761905,1.12,7.0
421-77-9055,C,Naypyitaw,Member,Female,Health and beauty,22.56,7,7.9,157.91,2024-11-04,22:55:00,Ewallet,150.01,4.761905,7.9,6.4
173-20-5688,C,Mandalay,Normal,Female,Health and beauty,72.21,7,25.27,505.46,2023-08-01,11:14:00,Cash,480.19,4.761905,25.27,6.8
443-88-5726,A,Mandalay,Normal,Female,Home and lifestyle,27.91,8,11.16,223.27,2024-12-18,13:43:00,Ewallet,212.11,4.761905,11.16,8.8
225-71-8390,B,Yangon,Normal,Male,Fashion accessories,64.61,7,22.61,452.26,2022-01-19,22:37:00,Credit card,429.64,4.761905,22.61,8.4
828-61-9620,A,Naypyitaw,Member,Male,Sports and travel,24.81,1,1.24,24.81,2023-07-25,22:38:00,Credit card,23.57,4.761905,1.24,6.3
789-16-1387,C,Mandalay,Normal,Female,Sports and travel,35.48,4,7.1,141.93,2022-05-14,19:05:00,Ewallet,134.83,4.761905,7.1,8.2
741-10-7932,A,Mandalay,Normal,Female,Sports and travel,59.6,3,8.94,178.81,2022-03-29,11:19:00,Cash,169.87,4.761905,8.94,8.8
318-84-4867,A,Naypyitaw,Member,Female,Fashion accessories,45.64,4,9.13,182.58,2024-09-13,10:58:00,Cash,173.45,4.761905,9.13,8.3
716-60-6926,C,Mandalay,Member,Male,Health and beauty,81.72,1,4.09,81.72,2022-01-10,12:33:00,Ewallet,77.64,4.761905,4.09,8.1
309-55-9852,B,Yangon,Normal,Male,Sports and travel,98.19,2,9.82,196.39,2022-04-22,12:01:00,Cash,186.57,4.761905,9.82,10.0
356-91-8497,A,Yangon,Normal,Male,Health and beauty,97.89,8,39.16,783.14,2022-08-10,16:31:00,Cash,743.98,4.761905,39.16,7.6
711-41-9477,C,Yangon,Member,Female,Sports and travel,67.69,9,30.46,609.19,2024-04-09,14:13:00,Cash,578.73,4.761905,30.46,6.0
679-90-4625,A,Naypyitaw,Normal,Female,Sports and travel,20.93,7,7.33,146.51,2024-06-16,13:16:00,Credit card,139.19,4.761905,7.33,10.0
613-93-7596,A,Naypyitaw,Member,Female,Electronic accessories,72.26,10,36.13,722.59,2023-07-16,10:13:00,Ewallet,686.46,4.761905,36.13,5.6
933-10-4896,C,Mandalay,Normal,Male,Sports and travel,17.15,8,6.86,137.17,2024-10-10,17:54:00,Cash,130.31,4.761905,6.86,9.4
366-89-6760,A,Mandalay,Member,Male,Electronic accessories,19.7,4,3.94,78.8,2024-11-11,21:10:00,Credit card,74.86,4.761905,3.94,3.5
927-55-4364,A,Yangon,Member,Female,Fashion accessories,65.44,3,9.82,196.32,2022-11-21,13:13:00,Ewallet,186.5,4.761905,9.82,5.9
947-32-2497,C,Mandalay,Normal,Female,Home and lifestyle,33.33,9,15.0,299.99,2023-01-01,15:54:00,Cash,284.99,4.761905,15.0,6.7
169-61-5320,C,Yangon,Normal,Male,Food and beverages,74.46,7,26.06,521.25,2024-10-01,16:47:00,Ewallet,495.19,4.761905,26.06,4.5
628-18-1556,C,Naypyitaw,Normal,Female,Home and lifestyle,99.68,5,24.92,498.41,2023-12-31,13:34:00,Ewallet,473.49,4.761905,24.92,6.7
755-68-5122,A,Yangon,Normal,Male,Health and beauty,74.78,8,29.91,598.22,2024-02-18,14:33:00,Credit card,568.31,4.761905,29.91,7.3
369-27-7190,C,Naypyitaw,Member,Female,Health and beauty,47.58,9,21.41,428.21,2023-04-08,16:42:00,Ewallet,406.8,4.761905,21.41,7.9
322-69-8702,A,Naypyitaw,Member,Female,Sports and travel,66.43,8,26.57,531.4,2024-05-07,19:01:00,Credit card,504.83,4.761905,26.57,6.4
408-78-8655,C,Naypyitaw,Member,Female,Food and beverages,55.03,10,27.52,550.3,2024-02-21,22:47:00,Ewallet,522.79,4.761905,27.52,6.6
592-89-8658,B,Naypyitaw,Member,Female,Health and beauty,37.39,3,5.61,112.18,2024-09-10,12:57:00,Ewallet,106.57,4.761905,5.61,7.7
195-35-9769,A,Mandalay,Member,Female,Fashion accessories,26.34,1,1.32,26.34,2023-09-23,18:12:00,Cash,25.02,4.761905,1.32,5.3
846-12-4591,A,Naypyitaw,Member,Male,Fashion accessories,62.03,1,3.1,62.03,2023-03-28,15:52:00,Cash,58.93,4.761905,3.1,6.7
406-48-3290,B,Yangon,Normal,Male,Electronic accessories,49.72,4,9.94,198.86,2024-09-17,18:56:00,Ewallet,188.92,4.761905,9.94,8.1
841-89-7294,A,Mandalay,Member,Female,Fashion accessories,26.5,8,10.6,211.98,2022-03-22,12:49:00,Cash,201.38,4.761905,10.6,8.4
799-63-9081,A,Naypyitaw,Normal,Female,Fashion accessories,29.14,10,14.57,291.44,2024-10-16,14:05:00,Ewallet,276.86,4.761905,14.57,8.9
295-75-9627,C,Yangon,Normal,Female,Food and beverages,25.36,8,10.14,202.85,2023-10-04,16:35:00,Credit card,192.71,4.761905,10.14,8.5
640-13-2996,A,Mandalay,Member,Male,Fashion accessories,81.04,10,40.52,810.41,2022-07-23,22:15:00,Cash,769.89,4.761905,40.52,7.0
198-39-4996,B,Mandalay,Normal,Male,Fashion accessories,90.25,4,18.05,360.98,2024-11-26,13:37:00,Ewallet,342.93,4.761905,18.05,9.8
535-24-9374,B,Naypyitaw,Normal,Female,Electronic accessories,87.58,4,17.52,350.32,2022-10-18,13:02:00,Credit card,332.8,4.761905,17.52,5.7
463-37-4829,C,Mandalay,Normal,Female,Food and beverages,68.18,6,20.45,409.07,2023-07-14,19:14:00,Credit card,388.61,4.761905,20.45,7.9
938-80-8625,C,Mandalay,Normal,Male,Sports and travel,99.64,6,29.89,597.81,2024-07-29,16:06:00,Ewallet,567.92,4.761905,29.89,5.3
644-38-4658,A,Yangon,Member,Male,Health and beauty,15.29,4,3.06,61.15,2023-10-04,18:16:00,Cash,58.09,4.761905,3.06,7.6
580-25-3336,C,Mandalay,Member,Female,Food and beverages,62.41,7,21.84,436.87,2023-11-25,17:04:00,Cash,415.02,4.761905,21.84,5.3
481-20-2417,B,Naypyitaw,Normal,Female,Electronic accessories,29.44,8,11.78,235.51,2023-10-25,15:14:00,Cash,223.73,4.761905,11.78,10.0
829-12-2117,A,Naypyitaw,Member,Female,Electronic accessories,39.21,10,19.61,392.11,2022-04-06,20:27:00,Credit card,372.51,4.761905,19.61,6.1
161-51-1968,C,Mandalay,Member,Female,Electronic accessories,93.97,3,14.09,281.9,2022-09-02,22:22:00,Credit card,267.8,4.761905,14.09,6.7
167-14-3819,B,Mandalay,Member,Male,Food and beverages,22.34,3,3.35,67.01,2023-09-02,10:08:00,Cash,63.66,4.761905,3.35,8.7
178-50-9575,A,Mandalay,Member,Female,Sports and travel,49.31,1,2.47,49.31,2024-08-07,21:25:00,Credit card,46.85,4.761905,2.47,7.1
179-10-8877,B,Yangon,Member,Female,Sports and travel,61.14,9,27.51,550.23,2022-04-12,10:13:00,Cash,522.72,4.761905,27.51,4.0
680-91-8618,A,Yangon,Member,Female,Home and lifestyle,64.29,4,12.86,257.15,2024-07-02,18:23:00,Cash,244.3,4.761905,12.86,7.6
273-78-4131,A,Naypyitaw,Member,Male,Home and lifestyle,41.96,4,8.39,167.82,2022-05-27,15:54:00,Credit card,159.43,4.761905,8.39,6.7
881-38-4672,C,Yangon,Normal,Female,Food and beverages,72.37,5,18.09,361.85,2023-11-17,21:35:00,Credit card,343.76,4.761905,18.09,6.6
133-80-4816,B,Naypyitaw,Normal,Male,Electronic accessories,85.44,7,29.9,598.08,2023-01-08,18:44:00,Ewallet,568.18,4.761905,29.9,9.0
898-52-4006,C,Yangon,Normal,Male,Sports and travel,97.83,4,19.57,391.34,2024-05-05,17:22:00,Credit card,371.77,4.761905,19.57,6.6
828-22-7571,B,Naypyitaw,Member,Female,Health and beauty,80.24,9,36.11,722.14,2024-02-16,22:38:00,Cash,686.03,4.761905,36.11,10.0
611-33-7775,A,Mandalay,Member,Male,Food and beverages,15.87,2,1.59,31.74,2023-07-01,22:14:00,Ewallet,30.15,4.761905,1.59,7.7
222-10-4649,B,Naypyitaw,Member,Female,Sports and travel,42.13,9,18.96,379.17,2023-07-18,22:10:00,Ewallet,360.21,4.761905,18.96,6.7
693-73-1749,A,Mandalay,Member,Male,Home and lifestyle,80.64,3,12.1,241.93,2023-10-17,18:05:00,Credit card,229.84,4.761905,12.1,1.0
101-12-9250,C,Naypyitaw,Normal,Male,Sports and travel,95.48,4,19.1,381.93,2024-02-28,13:52:00,Credit card,362.83,4.761905,19.1,9.0
136-65-5553,C,Naypyitaw,Normal,Male,Home and lifestyle,62.29,8,24.92,498.33,2022-02-01,14:29:00,Cash,473.41,4.761905,24.92,5.1
251-34-2766,C,Mandalay,Member,Female,Sports and travel,48.69,1,2.43,48.69,2022-05-21,12:15:00,Ewallet,46.26,4.761905,2.43,8.9
254-78-5130,C,Naypyitaw,Member,Male,Health and beauty,54.93,2,5.49,109.87,2023-12-24,22:43:00,Cash,104.38,4.761905,5.49,8.0
392-76-7400,C,Yangon,Normal,Female,Sports and travel,56.91,5,14.23,284.55,2023-02-27,13:01:00,Cash,270.32,4.761905,14.23,4.0
414-42-4504,C,Mandalay,Member,Female,Fashion accessories,54.81,3,8.22,164.44,2023-10-20,22:25:00,Cash,156.22,4.761905,8.22,7.5
865-79-2685,C,Yangon,Normal,Female,Food and beverages,78.51,10,39.26,785.1,2022-04-11,17:33:00,Cash,745.85,4.761905,39.26,8.9
456-84-2699,C,Mandalay,Normal,Male,Sports and travel,18.31,4,3.66,73.22,2024-11-29,21:40:00,Ewallet,69.56,4.761905,3.66,7.0
140-49-7786,C,Yangon,Member,Female,Electronic accessories,63.38,7,22.18,443.69,2023-08-02,10:42:00,Cash,421.51,4.761905,22.18,3.2
457-15-6743,B,Yangon,Member,Male,Electronic accessories,41.19,4,8.24,164.77,2024-05-23,16:39:00,Ewallet,156.54,4.761905,8.24,5.8
164-16-4111,A,Mandalay,Member,Female,Home and lifestyle,89.11,4,17.82,356.44,2023-11-07,17:34:00,Ewallet,338.62,4.761905,17.82,7.3
666-66-2331,B,Yangon,Normal,Male,Fashion accessories,66.05,1,3.3,66.05,2022-10-10,14:49:00,Credit card,62.75,4.761905,3.3,8.6
286-56-4106,B,Naypyitaw,Member,Female,Electronic accessories,71.39,9,32.13,642.5,2023-06-06,10:46:00,Cash,610.38,4.761905,32.13,8.5
328-80-8896,B,Yangon,Member,Male,Food and beverages,37.39,5,9.35,186.96,2024-06-11,18:22:00,Cash,177.61,4.761905,9.35,7.3
838-66-4448,B,Mandalay,Member,Male,Sports and travel,90.27,4,18.05,361.09,2023-05-23,17:26:00,Ewallet,343.03,4.761905,18.05,5.5
307-72-2645,B,Mandalay,Normal,Female,Electronic accessories,21.5,2,2.15,43.0,2024-03-09,19:11:00,Cash,40.85,4.761905,2.15,7.3
670-95-8847,A,Mandalay,Normal,Female,Food and beverages,86.72,9,39.02,780.44,2023-08-31,20:31:00,Credit card,741.42,4.761905,39.02,9.5
418-75-6276,C,Yangon,Member,Male,Health and beauty,36.68,8,14.67,293.41,2023-01-19,10:56:00,Ewallet,278.74,4.761905,14.67,6.8
442-38-1455,A,Mandalay,Member,Female,Sports and travel,50.19,1,2.51,50.19,2024-08-08,12:28:00,Cash,47.68,4.761905,2.51,10.0
872-78-7523,C,Mandalay,Normal,Male,Sports and travel,24.56,4,4.91,98.23,2022-02-17,10:16:00,Cash,93.32,4.761905,4.91,6.2
185-28-3830,C,Naypyitaw,Normal,Female,Electronic accessories,96.74,4,19.35,386.96,2024-10-29,21:51:00,Credit card,367.61,4.761905,19.35,7.3
565-47-1378,C,Yangon,Member,Female,Health and beauty,76.49,10,38.25,764.93,2022-04-06,17:05:00,Credit card,726.68,4.761905,38.25,6.8
922-11-8166,B,Naypyitaw,Normal,Male,Fashion accessories,21.66,2,2.17,43.31,2023-08-05,22:34:00,Cash,41.15,4.761905,2.17,9.1
248-10-1893,B,Naypyitaw,Normal,Male,Electronic accessories,44.89,7,15.71,314.22,2022-09-23,21:21:00,Credit card,298.5,4.761905,15.71,7.8
227-60-3530,A,Yangon,Normal,Female,Home and lifestyle,65.5,9,29.48,589.52,2024-05-12,10:24:00,Cash,560.05,4.761905,29.48,10.0
635-52-7291,A,Naypyitaw,Normal,Female,Health and beauty,13.23,8,5.29,105.83,2023-05-31,18:17:00,Credit card,100.54,4.761905,5.29,10.0
492-90-8592,B,Naypyitaw,Normal,Female,Sports and travel,15.33,10,7.66,153.26,2022-11-18,19:44:00,Ewallet,145.6,4.761905,7.66,6.6
190-69-9665,A,Mandalay,Member,Male,Health and beauty,92.97,7,32.54,650.81,2023-01-22,14:48:00,Ewallet,618.27,4.761905,32.54,8.5
129-87-5783,C,Mandalay,Member,Male,Electronic accessories,58.74,9,26.44,528.7,2023-01-08,12:30:00,Ewallet,502.27,4.761905,26.44,4.0
895-43-3322,C,Yangon,Normal,Female,Electronic accessories,36.92,3,5.54,110.77,2024-04-03,22:07:00,Ewallet,105.23,4.761905,5.54,5.0
197-94-3393,A,Naypyitaw,Member,Male,Electronic accessories,87.37,10,43.68,873.68,2024-07-18,22:53:00,Credit card,830.0,4.761905,43.68,5.9
943-93-1717,B,Mandalay,Member,Male,Fashion accessories,58.2,10,29.1,582.03,2024-11-23,10:57:00,Credit card,552.93,4.761905,29.1,7.4
797-80-3493,A,Yangon,Normal,Female,Electronic accessories,52.38,8,20.95,419.04,2024-03-06,14:49:00,Credit card,398.09,4.761905,20.95,5.0
309-30-1387,C,Yangon,Normal,Male,Food and beverages,77.85,3,11.68,233.54,2023-02-07,11:12:00,Ewallet,221.86,4.761905,11.68,6.2
906-48-4853,C,Yangon,Normal,Male,Food and beverages,62.66,3,9.4,187.98,2023-07-15,16:05:00,Credit card,178.58,4.761905,9.4,7.1
278-24-3381,C,Mandalay,Member,Female,Home and lifestyle,38.55,9,17.35,346.96,2022-04-30,16:37:00,Cash,329.61,4.761905,17.35,5.5
637-28-7429,C,Naypyitaw,Member,Male,Sports and travel,50.58,1,2.53,50.58,2024-07-02,17:07:00,Cash,48.05,4.761905,2.53,6.7
261-28-9375,C,Mandalay,Normal,Female,Home and lifestyle,75.5,4,15.1,302.01,2022-11-21,22:14:00,Cash,286.91,4.761905,15.1,8.7
